title,property,value
NCWAP 2015 Management Practices Priority 52,Has Text,Protect potential migration corridors and preserve connectivity that allows for species and ecosystem migration.
NCWAP 2015 Management Practices Priority 52,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 52,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 520,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 520,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 520,Has Text,"Maintain large trees around reservoirs for potential eagle nests, and maintain forest cover in the tailrace below dams for eagle foraging."
NCWAP 2015 Management Practices Priority 520,Has NCWAP15 Index,4.2.8
NCWAP 2015 Management Practices Priority 520,Has Habitat,Small River Systems/Large Creeks
NCWAP 2015 Management Practices Priority 521,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 521,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 521,Has Text,"Participate in mutual planning with adjacent states for regional species concerns, because some priority species are likely to expand their range due to climate change impacts."
NCWAP 2015 Management Practices Priority 521,Has NCWAP15 Index,4.2.8
NCWAP 2015 Management Practices Priority 521,Has Habitat,Small River Systems/Large Creeks
NCWAP 2015 Management Practices Priority 522,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 522,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 522,Has Text,Plant riparian areas with vegetation with a broad elevational range within a particular watershed. Also plant vegetation with broad hydrologic tolerance to promote resilience from climate change.
NCWAP 2015 Management Practices Priority 522,Has NCWAP15 Index,4.2.8
NCWAP 2015 Management Practices Priority 522,Has Habitat,Small River Systems/Large Creeks
NCWAP 2015 Management Practices Priority 526,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 526,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 526,Has Text,"Maintain and restore connections between habitat blocks, not only to allow adjustments in range in response to climate change, but to maintain genetic connectivity, population resilience and adaptability more generally."
NCWAP 2015 Management Practices Priority 526,Has NCWAP15 Index,4.4.18
NCWAP 2015 Management Practices Priority 526,Has Habitat,Sparsely Settled Mixed Habitats
NCWAP 2015 Management Practices Priority 527,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 527,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 527,Has Text,"Transportation facilities that utilize longer bridges at streams and wetlands not only minimize impacts (and thereby reduce mitigation requirements) but also provide crossing options for wildlife that often travel riparian corridors. Wildlife underpasses should be constructed for all new highway projects, as these reduce wildlife-vehicle collisions, conserve important travel corridors, and provide linkages for bear populations and many other wildlife species."
NCWAP 2015 Management Practices Priority 527,Has NCWAP15 Index,4.4.18
NCWAP 2015 Management Practices Priority 527,Has Habitat,Sparsely Settled Mixed Habitats
NCWAP 2015 Management Practices Priority 528,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 528,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 528,Has Text,"Limit the development of roads or other infrastructure within large unfragmented blocks, as this would promote the development of denser human settlement or create connectivity barriers through fragmentation."
NCWAP 2015 Management Practices Priority 528,Has NCWAP15 Index,4.4.18
NCWAP 2015 Management Practices Priority 528,Has Habitat,Sparsely Settled Mixed Habitats
NCWAP 2015 Management Practices Priority 528,Has NCWAP15 Index,4.4.17
NCWAP 2015 Management Practices Priority 528,Has Habitat,Successional Communities
NCWAP 2015 Management Practices Priority 545,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 545,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 545,Has Text,"Develop and/or implement techniques for managing pure spruce stands to include habitat components of the entire spruce–fir/northern hardwood community (i.e., thinning)."
NCWAP 2015 Management Practices Priority 545,Has NCWAP15 Index,4.4.2
NCWAP 2015 Management Practices Priority 545,Has Habitat,Spruce-Fir Forest
NCWAP 2015 Management Practices Priority 546,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 546,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 546,Has Text,"Test silvicultural techniques to reintroduce spruce into formerly disturbed areas that have regenerated in northern hardwood or Northern Red Oak communities (i.e., thinning and underplanting)."
NCWAP 2015 Management Practices Priority 546,Has NCWAP15 Index,4.4.2
NCWAP 2015 Management Practices Priority 546,Has Habitat,Spruce-Fir Forest
NCWAP 2015 Management Practices Priority 547,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 547,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 547,Has Text,"Protect spruce–fir communities from wildfire, as this is an important action that can be taken to save the remnants of these communities."
NCWAP 2015 Management Practices Priority 547,Has NCWAP15 Index,4.4.2
NCWAP 2015 Management Practices Priority 547,Has Habitat,Spruce-Fir Forest
NCWAP 2015 Management Practices Priority 561,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 561,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 561,Has Text,The best benefit for Coastal Plain riverine aquatic communities would be to maintain and enhance riparian buffers.
NCWAP 2015 Management Practices Priority 561,Has NCWAP15 Index,4.2.11
NCWAP 2015 Management Practices Priority 561,Has Habitat,Stream Swamps
NCWAP 2015 Management Practices Priority 562,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 562,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 562,Has Text,Determine the impacts of snagging (removing woody debris after storms) on wildlife populations.
NCWAP 2015 Management Practices Priority 562,Has NCWAP15 Index,4.2.11
NCWAP 2015 Management Practices Priority 562,Has Habitat,Stream Swamps
NCWAP 2015 Management Practices Priority 564,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 564,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 564,Has Text,"Explore the biological controls recommended for some aquatic plants species, as they can be a problem, particularly in impounded waters and in slower moving waters."
NCWAP 2015 Management Practices Priority 564,Has NCWAP15 Index,4.2.11
NCWAP 2015 Management Practices Priority 564,Has Habitat,Stream Swamps
NCWAP 2015 Management Practices Priority 576,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 576,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 576,Has Text,"Maintain and restore connections between habitat blocks, not only to allow adjustments in range in response to climate change, but to maintain genetic connectivity, population resilience, and adaptability more generally."
NCWAP 2015 Management Practices Priority 576,Has NCWAP15 Index,4.4.17
NCWAP 2015 Management Practices Priority 576,Has Habitat,Successional Communities
NCWAP 2015 Management Practices Priority 577,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 577,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 577,Has Text,"Develop transportation facilities that utilize longer bridges at streams and wetlands to minimize impacts (and thereby reduce mitigation requirements) and provide crossing options for wildlife that often travel riparian corridors. Wildlife underpasses should be constructed for all new highway projects, as these reduce wildlife–vehicle collisions, conserve important travel corridors, and provide linkages for bear populations and many other wildlife species."
NCWAP 2015 Management Practices Priority 577,Has NCWAP15 Index,4.4.17
NCWAP 2015 Management Practices Priority 577,Has Habitat,Successional Communities
NCWAP 2015 Management Practices Priority 580,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 580,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 580,Has Text,Allow Beaver pond complexes to develop in natural areas where direct impacts to rare species are not at issue.
NCWAP 2015 Management Practices Priority 580,Has NCWAP15 Index,4.4.17
NCWAP 2015 Management Practices Priority 580,Has Habitat,Successional Communities
NCWAP 2015 Management Practices Priority 581,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 581,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 581,Has Text,Work with partners to develop property tax incentives to mitigate damages suffered by landowners.
NCWAP 2015 Management Practices Priority 581,Has NCWAP15 Index,4.4.17
NCWAP 2015 Management Practices Priority 581,Has Habitat,Successional Communities
NCWAP 2015 Management Practices Priority 582,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 582,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 582,Has Text,"Explore management strategies to eradicate undesirable species, such as bullfrogs, from wetlands."
NCWAP 2015 Management Practices Priority 582,Has NCWAP15 Index,4.4.17
NCWAP 2015 Management Practices Priority 582,Has Habitat,Successional Communities
NCWAP 2015 Management Practices Priority 582,Has NCWAP15 Index,4.3.9
NCWAP 2015 Management Practices Priority 582,Has Habitat,Upland Pools and Depressions
NCWAP 2015 Management Practices Priority 583,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 583,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 583,Has Text,"Maintain sufficient surrounding habitat for seasonal wetlands in order to support the life history requirements of amphibian and reptile populations. Every effort should be made to maintain continuous gradients between wetland and upland sites; roads, agriculture, or forestry operations between complimentary sites may render them ineffective at supporting amphibian and reptile populations (Bailey et al. 2004)."
NCWAP 2015 Management Practices Priority 583,Has NCWAP15 Index,4.4.17
NCWAP 2015 Management Practices Priority 583,Has Habitat,Successional Communities
NCWAP 2015 Management Practices Priority 598,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 598,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 598,Has Text,Employ hydrological restoration methods such as plugging ditches where ditches are affecting the hydrology of the pools.
